category,text,category_id,train
Document: upload,What happens if my document upload fails?,31,0
Notifications: sign up for,Activate all push notifications related to my spending.,40,0
Transaction: history,List the latest transactions on my savings account.,7,0
Global: get routing number direct deposit info,Fetch my routing number for me.,5,0
Refer a Friend: get info,What are the benefits if I refer someone?,20,0
Card: replace or upgrade,"My card is outdated, how can I get the latest one?",42,0
User Account: get fee plan info,"I need details on the fee plan for my card, please.",27,0
Rewards: opt in,How do I opt into getting card rewards?,25,0
User Account: change password post login,How best to update my login password?,43,0
Card: report stolen or lost,"I need to cancel my card, I can't find it",3,0
Card: report not received,It's been a while and my replacement card hasn't shown up,41,0
Spend Account: transfer funds,What's the process to send money from my account to someone else?,11,0
Card: temporary limit increase,Can I increase my credit limit for a short duration?,36,0
Refer a Friend: get info,Are there any specific terms I should be aware of in the referral program?,20,1
Card: replace or upgrade,Can you help me upgrade to a card with better rewards?,42,0
Card: cancel close,What steps are needed to cancel my card?,35,0
Rewards: view offers,"I heard about shopping rewards, can you show me more?",21,0
User Account: edit profile name,Options to edit name in user settings?,33,0
Card: get shipping status where is,Could you provide the current status of my card's shipment?,2,0
User Account: log out,"End my online banking session, please.",23,1
Spend Account: get cash withdrawal and reload locations,Search for card reloading points close by.,18,0
User Account: get fee plan info,I need fee details for online transactions with my card.,27,0
User Account: connect banks,Can I connect more than one bank account to this card?,30,0
User Account: change phone number,I need to update my phone number in your records.,32,0
Savings Account: get info view program,Could you elaborate on my savings plan details?,24,0
User Account: change email address,Need to update my personal email information,9,0
Spending Tracker: get info,Can I see my spending trends over time in the tracker?,14,0
Rewards: opt in,How can I subscribe to start benefiting from rewards?,25,0
Statement: get,Can I see a detailed view of my recent card statement?,6,0
User Account: change phone number,Can you help me update my phone number on your records?,32,0
User Account: closure request,Please provide assistance for account closure,38,0
User Account: esign,Is there a way to disable e-signing if I decide to stop using it?,19,0
Global: get balance,How rich am I today? Need to know my balance.,4,0
Global: get routing number direct deposit info,Where do I get the routing number for receiving direct deposit?,5,0
User Account: get fee plan info,What are the service fees for my current card?,27,0
Card: report not received,Is my card lost in transit? It hasn't arrived,41,0
Card: report stolen or lost,I can't find my card anywhere,3,0
Card: add new,"I intend to request an additional bank card, what's next?",16,0
Card: report not received,"I suspect my card delivery was missed, what can I do?",41,0
Spend Account: transfer funds checks,Guide me on how to send a check to transfer funds.,12,1
Card: enable,Is it possible to reactivate my card now?,1,0
User Account: esign,What steps do I take to enable e-signing capabilities?,19,0
Card: get info status,"What's the latest on my card's status, please?",28,0
Document: upload,Do I need to black out any sensitive information on my documents?,31,0
Rewards: view offers,What are this month's rewards on my business card?,21,1
Card: replace or upgrade,What steps do I need to follow to upgrade to a higher-tier card?,42,0
Overdraft: opt out,End my overdraft services ASAP.,29,0
User Account: get fee plan info,Please explain the fee policy for my savings account.,27,1
Spend Account: transfer funds checks,Is transferring money by check an option here?,12,0
Spend Account: transfer funds external bank,How to set up automatic monthly transfers to another bank account?,13,0
Global: get balance,Is it possible to view my balance online?,4,0
Card: reset PIN,What's the procedure for setting up a new debit card PIN?,34,0
Card: enable,"Turn my card back on, please.",1,0
Card: report not received,"Still waiting on my new card, should I be worried?",41,0
User Account: edit profile name,I want to refine my name details on my banking profile,33,0
Card: get shipping status where is,"Need to check where my card is after shipping, can you help?",2,0
Card: disable,Can you halt all operations on my card?,0,0
User Account: esign,Do I need to renew my electronic signature periodically?,19,1
User Account: change password post login,New password setting guide needed,43,0
Card: replace or upgrade,Can I replace my card if it's stolen?,42,0
Card: temporary limit increase,Please extend my card limit temporarily for large purchases.,36,1
Card: get shipping status where is,"I am curious about the shipment status of my card, can you tell me?",2,1
User Account: esign,What are the requirements for electronic signatures?,19,0
Card: replace or upgrade,Are there any discounts on upgrading my current card?,42,0
Card: temporary limit increase,Could you help with a temporary limit upgrade on my card?,36,0
Transaction: report dispute incorrect,What is the process to dispute an unauthorized charge?,8,0
Transaction: history,Need to backtrack and look over the transactions for potential errors.,7,0
User Account: change mailing address,Revise my address info as I’ve moved to another state,10,0
User Account: connect banks,Where’s the option to integrate another bank account?,30,0
User Account: closure request,What forms should I fill to close my account?,38,0
Card: add new,"I'd like to expand my card options, how do I add a new one?",16,0
Spend Account: find ATMs,"Looking for a machine to get some cash out, any nearby?",17,0
Card: add new,Could I apply for another card today?,16,0
